nw, it, time, err
1, 3, 0.0970086, 0.000337786
1, 3, 0.09587, 0.000337786
1, 3, 0.0953287, 0.000337786
1, 3, 0.100113, 0.000337786
1, 3, 0.094255, 0.000337786
1, 3, 0.0965744, 0.000337786
